,sensor_id,pm25,coverage_percent,minimum,maximum,average,original_observation,hour,day_of_week,day_of_month,month,day_of_year,week_of_year,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,pm25_lag_1h,pm25_lag_3h,pm25_lag_6h,pm25_lag_12h,pm25_lag_24h,pm25_lag_48h,pm25_lag_72h,pm25_rolling_mean_3h,pm25_rolling_std_3h,pm25_rolling_min_3h,pm25_rolling_max_3h,pm25_rolling_mean_6h,pm25_rolling_std_6h,pm25_rolling_min_6h,pm25_rolling_max_6h,pm25_rolling_mean_12h,pm25_rolling_std_12h,pm25_rolling_min_12h,pm25_rolling_max_12h,pm25_rolling_mean_24h,pm25_rolling_std_24h,pm25_rolling_min_24h,pm25_rolling_max_24h,pm25_rolling_mean_72h,pm25_rolling_std_72h,pm25_rolling_min_72h,pm25_rolling_max_72h
pm25_rolling_mean_12h,,0.79337427057436,,0.7955198693285622,0.7955198693285622,0.7955198693285622,-0.008228320644497533,-0.09333154480117699,0.010316847786351812,0.028881554555723242,0.0067245285568085815,0.014123844289383023,0.01466525366898991,0.013351638135335549,0.11887326965385804,0.004548522408719324,0.0019195210530496935,0.008205596481916108,0.8346343698294183,0.8989965817794338,0.9410674361529954,0.8326532889097977,0.7190977911197183,0.6350486420717523,0.5934675936608784,0.8879255199223385,0.6003863165751596,0.8779128076936794,0.8779321589474669,0.9486153467447124,0.7262413039655204,0.9174576436065336,0.9294540897833149,1.0,0.8154944881822914,0.9171447837363177,0.9571610511143126,0.9438766958999563,0.7962024078485246,0.8483493739356611,0.8839067034864546,0.8675887636662667,0.7569616691962822,0.7674007404580503,0.7767070979997897
pm25_rolling_std_12h,,0.6745349724866289,,0.6784225724298639,0.6784225724298639,0.6784225724298639,-0.025219311198628108,-0.022522060482387887,0.013873052261414933,0.017289371907173123,0.012194332538133078,0.01805075638997458,0.01809700326405025,0.00394712517075526,0.03327689621247383,-0.03865448825874932,0.04166785537840001,-0.00012419124513525653,0.7077161036882513,0.7385784572076541,0.7478065344762599,0.7119596479381954,0.589285488550262,0.5072017735577726,0.4794264595953826,0.7409709189118953,0.622668188279881,0.7044989828077345,0.7561969827943789,0.7757190113821111,0.818582826397876,0.6567686955882307,0.8303010767240573,0.8154944881822914,1.0,0.5621488028880326,0.9330324167957406,0.7959284776809359,0.8804270933363769,0.5582257545796313,0.8702527711305459,0.7323317859924969,0.7223954731192024,0.5693521876326681,0.7109176745270573
pm25_rolling_min_12h,,0.7613508940128952,,0.7610787509100411,0.7610787509100411,0.7610787509100411,0.01583294428066406,-0.08866264931174725,-0.00261610356544299,0.03435016450253575,-0.0036197618763421442,0.0039146104824730795,0.004830371952217897,0.009712985279130774,0.10998322972661818,0.028064217887415838,-0.01331206255422306,0.013126294307040143,0.7964425021007626,0.8296852579828202,0.8431417020835733,0.7758311049557526,0.6958409168346434,0.6224562285407714,0.5922104795261293,0.833710024227317,0.47716054666124824,0.8445185461377,0.8077712275518268,0.871950328020523,0.5340402255442346,0.9076498822506267,0.8170051815677695,0.9171447837363177,0.5621488028880326,1.0,0.8089022855861651,0.8796670429954455,0.6084156167979815,0.9139922248255012,0.754096008322246,0.8189502025390655,0.6594233199617172,0.801953318049844,0.7023272379760154
pm25_rolling_max_12h,,0.7829322093818768,,0.7869022917775854,0.7869022917775854,0.7869022917775854,-0.015584322820105433,-0.05833600478953639,0.009124852009198952,0.029129610172286432,0.005654349834511015,0.013134294885985786,0.013521475080499796,0.011835078458309205,0.07730107299982114,-0.02113474935388869,0.018449835389579262,0.012035697059024006,0.8224194641937503,0.860963727951316,0.8835676053456718,0.8273653702217452,0.693947037659822,0.6046474810445751,0.5662772624104755,0.8621815591893278,0.6621160295415311,0.8344758214556615,0.868218121464209,0.9072930792457328,0.8083520911850411,0.8340378080571621,0.9283288958590132,0.9571610511143126,0.9330324167957406,0.8089022855861651,1.0,0.9221662442065037,0.8709137950649136,0.7658800673976476,0.9264909857456893,0.8422387475768748,0.7726152457371027,0.7177381743519964,0.7849652579154053
pm25_rolling_mean_24h,,0.8149437989052248,,0.8180501346478912,0.8180501346478912,0.8180501346478912,-0.003009237247617898,0.003072618272507421,0.011647336354057788,0.021723443236589313,-0.017995775201643364,-0.010928621340043706,-0.010377394621956741,0.015489511056615234,-0.005762371185226527,-0.004854654441183356,0.0031271275922929447,0.00650672371317783,0.8259968015426069,0.8402772178509289,0.8507736875822577,0.8601925670332037,0.8217650446347647,0.7029140786609239,0.6486914996806087,0.8518697279735236,0.5591611627260288,0.8471269304663825,0.8398530639805012,0.8852180787522433,0.6746839655541872,0.8628369417337142,0.8697251061216763,0.9438766958999563,0.7959284776809359,0.8796670429954455,0.9221662442065037,1.0,0.8553285310577614,0.8922760909405423,0.943339038819983,0.939120589737215,0.8172212600300875,0.8167979568161282,0.8356236429779524
pm25_rolling_std_24h,,0.674223865691473,,0.6760800082209971,0.6760800082209971,0.6760800082209971,-0.011438146967791534,-0.005220390398024537,0.021545039206047226,-0.001077617211944177,-0.040599866746282354,-0.03608557868316874,-0.03617590262644949,0.004327533414783404,0.003328704523843215,0.008583514723701753,0.0367301700535395,-0.01007463328324861,0.691541189119936,0.7099750903064133,0.7189054600967356,0.7279265963120158,0.721442033185485,0.5964784869953108,0.5497365232970928,0.7169675723318705,0.5883398461291802,0.6853795116942119,0.7284109747000901,0.7466920346273375,0.7262856677789138,0.6603979280581946,0.7805099024636756,0.7962024078485246,0.8804270933363769,0.6084156167979815,0.8709137950649136,0.8553285310577614,1.0,0.573394304051312,0.9623065955611665,0.8056564053921876,0.822004990942445,0.6032145028803687,0.8009352885366268
pm25_rolling_min_24h,,0.7574463639650265,,0.7577684501836578,0.7577684501836578,0.7577684501836578,0.006720261742828935,0.004759340123577773,-0.0038312163072721306,0.043722889491008374,-0.029024542713552003,-0.020275603655944663,-0.01941265322753108,0.005307374582817651,-0.008740888662188485,0.0019633588916689376,-0.003958216892169856,0.0008955241567422377,0.7634027460597753,0.7674178976225385,0.7630888148012621,0.7592968044795929,0.7464488904384556,0.650558010319745,0.626891383118098,0.7825220956151164,0.41846495563628855,0.8005591695720569,0.7540568136736332,0.8060756571854549,0.49067996853196877,0.8413038658134876,0.7557436709072161,0.8483493739356611,0.5582257545796313,0.9139922248255012,0.7658800673976476,0.8922760909405423,0.573394304051312,1.0,0.7506172877307355,0.8469840753572618,0.6491388999925709,0.8806975309772276,0.711792114602766
pm25_rolling_max_24h,,0.7586807767033563,,0.7616789439846041,0.7616789439846041,0.7616789439846041,-0.009852019497612727,-0.0006893831222073156,0.01695274990041482,0.013722239002226981,-0.045655239938522336,-0.039337712533882484,-0.03916425948492704,0.012249308848678461,-0.001184170313432737,0.004888672082957316,0.021945140555401487,0.002889983617228643,0.7753982421381297,0.788567429854141,0.7956395358443266,0.8074754427536692,0.7909120945306785,0.6521614673038738,0.6034538857807837,0.799876742299956,0.6021786989738313,0.7777945532396313,0.8031051378771198,0.829953793819056,0.732858316516937,0.7678938503228121,0.8474772165662765,0.8839067034864546,0.8702527711305459,0.754096008322246,0.9264909857456893,0.943339038819983,0.9623065955611665,0.7506172877307355,1.0,0.8755073075276957,0.833873864131571,0.7231922270977347,0.8444045887006236
pm25_rolling_mean_72h,,0.7552178673016421,,0.758112484009356,0.758112484009356,0.758112484009356,-0.011786623718464066,0.006812045827041931,0.015663778064784355,-0.017162547365467743,-0.14486648723809267,-0.1408957081774525,-0.14053719566741632,0.01056650684828445,-0.011729486632512418,-0.008836303445453109,-0.019887196728689778,-0.0170840331457602,0.7611072527068048,0.7683374322809348,0.775092393709144,0.7929695202253919,0.8092525588160339,0.8141113851568271,0.7429761763738804,0.7822776379827253,0.501604433601762,0.7827857578832644,0.7676704752740985,0.8101765563893887,0.6136781278168584,0.7983038035662868,0.7911660855681449,0.8675887636662667,0.7323317859924969,0.8189502025390655,0.8422387475768748,0.939120589737215,0.8056564053921876,0.8469840753572618,0.8755073075276957,1.0,0.8869639377673615,0.8647212662298268,0.9113565801638907
pm25_rolling_std_72h,,0.6535726938224949,,0.653882229393377,0.653882229393377,0.653882229393377,-0.0013919439579968306,0.0014850161253057387,0.026317235601935624,0.007622129771847268,-0.2217480040679391,-0.2147667301579647,-0.2151194378375921,-0.0038692102892720548,-0.004331835348894774,-0.007254187459870704,-0.015631392252126376,-0.04109164313621989,0.66255659073746,0.6722750815507017,0.6788962105894023,0.6876652566338173,0.7037165311476424,0.7232425748052437,0.6876110734530917,0.6829246849453805,0.485957847336836,0.6715683031380352,0.6788413180438556,0.7085189962147896,0.5976558843896227,0.6718478349354521,0.7108307364656474,0.7569616691962822,0.7223954731192024,0.6594233199617172,0.7726152457371027,0.8172212600300875,0.822004990942445,0.6491388999925709,0.833873864131571,0.8869639377673615,1.0,0.6540258371268002,0.9690358693396846
pm25_rolling_min_72h,,0.6837081917163339,,0.6839506711010865,0.6839506711010865,0.6839506711010865,0.005987309431481306,0.014442247180421329,0.019286602099540247,-0.01497857553716848,-0.20259748033302485,-0.19871749482154694,-0.1990442543677051,0.012617134566005083,-0.02281288927344658,-0.0003513808747143176,-0.007883110754963363,-0.023284116071645204,0.6872578963325467,0.6885326244871397,0.6858231073324712,0.6890641739751844,0.6894000422614347,0.7024010474633549,0.6750480127864464,0.7037123470025691,0.39872690959582124,0.7163550423340421,0.6809674679080712,0.7243342965593165,0.4850968514081693,0.744343278192542,0.689440563126578,0.7674007404580503,0.5693521876326681,0.801953318049844,0.7177381743519964,0.8167979568161282,0.6032145028803687,0.8806975309772276,0.7231922270977347,0.8647212662298268,0.6540258371268002,1.0,0.740775164394125
pm25_rolling_max_72h,,0.667864080850821,,0.6682318715729694,0.6682318715729694,0.6682318715729694,-0.0009309615315994577,-0.000315931621511601,0.024119416359589824,0.0009549947792031852,-0.2778825554056648,-0.2713294161468249,-0.27169342794608875,0.007057380940869439,-0.0034019374612626677,-0.0032869249857084035,-0.018303899930146385,-0.021239529288547176,0.6796390852735379,0.6902369526770371,0.6965228035973844,0.7051202529252732,0.7182134049989722,0.7468660716365819,0.7167657489945608,0.7008887612172436,0.4865654342014162,0.6927063010263584,0.6949194719331792,0.7273022264730175,0.5929396204306536,0.6993798165612337,0.7250524991233647,0.7767070979997897,0.7109176745270573,0.7023272379760154,0.7849652579154053,0.8356236429779524,0.8009352885366268,0.711792114602766,0.8444045887006236,0.9113565801638907,0.9690358693396846,0.740775164394125,1.0
